,country,year,annual_co2_emmissions,health_spend_per_capita,life_expectancy,ozone_depleting_emissions,min_daily_ozone,mean_daily_ozone,population,pollution_deaths
1929,Argentina,2017,7.222784,,,,131.0,141.8,1951000.0,1285.35
1930,Argentina,1990,7.867863000000000,,70.222,75.09,111.0,124.2,2803000.0,1561.03
1931,Argentina,1991,8.114877,,70.53700000000000,68.67,94.0,119.0,2922000.0,1557.88
1932,Argentina,1992,9.726954,,70.878,66.03,105.0,114.3,3076000.0,1571.95
1933,Argentina,1993,10.354995,,71.248,58.9,104.0,112.6,3246000.0,1587.88
1934,Argentina,1994,11.110825,,71.646,37.77,73.0,92.3,3403000.0,1584.46
1935,Argentina,1995,12.254569,1065.02365387,72.071,31.27,,,3528000.0,1584.21
1936,Argentina,1996,12.752656,1204.8678562,72.52200000000000,22.5,103.0,108.8,3611000.0,1590.88
1937,Argentina,1997,15.099408,1217.38518437,72.991,20.73,99.0,108.8,3658000.0,1603.11
1938,Argentina,1998,16.286225,1110.26058134,73.473,25.97,86.0,98.8,3694000.0,1609.72
1939,Argentina,1999,16.428926,1051.72481288,73.959,22.1,97.0,102.9,3748000.0,1620.17
1940,Argentina,2000,15.466264,1061.17272599,74.447,20.21,89.0,98.7,3843000.0,1646.1
1941,Argentina,2001,16.406306,1088.13561113,74.934,15.97,91.0,100.9,3991000.0,1695.13
1942,Argentina,2002,16.244530000000000,1003.5090714,75.418,12.5,131.0,157.4,4182000.0,1750.03
1943,Argentina,2003,18.527635,918.60703558,75.892,13.1,91.0,108.7,4388000.0,1812.71
1944,Argentina,2004,17.208135000000000,946.79770319,76.351,9.71,102.0,123.5,4569000.0,1881.93
1945,Argentina,2005,16.654065,918.92592804,76.786,7.12,103.0,113.8,4699000.0,1940.03
1946,Argentina,2006,14.792376,991.85834735,77.187,6.64,84.0,98.4,4760000.0,2012.7
1947,Argentina,2007,13.749864,1115.47744961,77.553,4.73,108.0,116.2,4767000.0,2082.06
1948,Argentina,2008,17.419059,1118.26104131,77.881,3.36,101.0,114.0,4765000.0,2149.0
1949,Argentina,2009,20.957925,1123.46829459,78.173,3.78,97.0,107.9,4813000.0,2207.29
1950,Argentina,2010,19.997156,1146.90697821,78.43,3.36,119.0,128.5,4953000.0,2255.1
1951,Argentina,2011,20.264128,1117.3512263,78.656,3.08,95.0,106.5,5202000.0,2301.61
1952,Argentina,2012,22.331649,1085.66597271,78.86,3.37,124.0,139.3,5538000.0,2367.14
1953,Argentina,2013,22.163384,1033.01042698,79.05,2.24,116.0,132.7,5913000.0,2459.24
1954,Argentina,2014,23.780764,987.38532955,79.23100000000000,2.37,114.0,128.6,6261000.0,2539.93
1955,Argentina,2015,25.769820000000000,,79.40900000000000,1.77,101.0,117.2,6533000.0,2638.75
1956,Argentina,2016,26.502374,,79.584,1.64,114.0,123.2,6714000.0,2702.1
1957,Argentina,2017,27.935346000000000,,,,131.0,141.8,6819000.0,2799.98
1958,Argentina,1990,1.472928,,59.206,75.09,111.0,124.2,1704000.0,355.03
1959,Argentina,1991,1.527888,,59.464,68.67,94.0,119.0,1743000.0,362.96
1960,Argentina,1992,1.586512,,59.394,66.03,105.0,114.3,1782000.0,376.19
1961,Argentina,1993,1.634144,,58.944,58.9,104.0,112.6,1822000.0,385.82
1962,Argentina,1994,1.674448,,58.112,37.77,73.0,92.3,1861000.0,398.8
1963,Argentina,1995,1.707424,79.75557118,56.902,31.27,,,1899000.0,405.81
1964,Argentina,1996,1.736736,84.61935518,55.351000000000000,22.5,103.0,108.8,1934000.0,419.09
1965,Argentina,1997,1.769712,79.2790224,53.584,20.73,99.0,108.8,1968000.0,435.92
1966,Argentina,1998,1.802688,82.217476,51.75,25.97,86.0,98.8,1998000.0,458.55
1967,Argentina,1999,1.824672,81.89648075,49.971,22.1,97.0,102.9,2020000.0,479.99
1968,Argentina,2000,1.85032,89.28313858,48.405,20.21,89.0,98.7,2033000.0,512.33
1969,Argentina,2001,1.875968,102.79362305,47.195,15.97,91.0,100.9,2036000.0,524.51
1970,Argentina,2002,1.90528,95.55944167,46.394,12.5,131.0,157.4,2030000.0,542.51
1971,Argentina,2003,1.930928,104.56372956,46.021,13.1,91.0,108.7,2018000.0,559.11
1972,Argentina,2004,1.982224,106.61361242,46.078,9.71,102.0,123.5,2006000.0,563.21
1973,Argentina,2005,2.011536,101.44138261,46.521,7.12,103.0,113.8,1996000.0,570.62
1974,Argentina,2006,2.037184,122.33027308,47.266000000000000,6.64,84.0,98.4,1990000.0,574.77
1975,Argentina,2007,2.073824,155.30967663,48.17100000000000,4.73,108.0,116.2,1987000.0,585.67
1976,Argentina,2008,2.12512,173.53890411,49.112,3.36,101.0,114.0,1987000.0,604.48
1977,Argentina,2009,2.21672,198.22863498,50.014,3.78,97.0,107.9,1990000.0,604.39
1978,Argentina,2010,2.275344,237.78843002,50.826,3.36,119.0,128.5,1996000.0,615.73
1979,Argentina,2011,2.3266400000000000,270.82841561,51.53,3.08,95.0,106.5,2004000.0,613.25
1980,Argentina,2012,2.396256,270.42303959,52.158,3.37,124.0,139.3,2015000.0,620.21
1981,Argentina,2013,2.421904,281.70280392,52.738,2.24,116.0,132.7,2029000.0,641.83
1982,Argentina,2014,2.429232,276.04193165,53.268,2.37,114.0,128.6,2043000.0,664.26
1983,Argentina,2015,2.3266400000000000,,53.745,1.77,101.0,117.2,2059000.0,641.32
1984,Argentina,2016,2.359616,,54.174,1.64,114.0,123.2,2075000.0,601.16
1985,Argentina,2017,2.52816,,,,131.0,141.8,2092000.0,592.37
1986,Argentina,1990,0.4681370000000000,,47.183,75.09,111.0,124.2,2076000.0,173.28
1987,Argentina,1991,0.370064,,47.406000000000000,68.67,94.0,119.0,2040000.0,163.97
1988,Argentina,1992,0.387729,,47.839,66.03,105.0,114.3,2002000.0,162.96
1989,Argentina,1993,0.4243650000000000,,48.475,58.9,104.0,112.6,1977000.0,165.73
1990,Argentina,1994,0.42136,,49.283,37.77,73.0,92.3,1986000.0,163.0
1991,Argentina,1995,0.424356,,50.163,31.27,,,2045000.0,156.87
1992,Argentina,1996,0.43467,,50.984,22.5,103.0,108.8,2160000.0,157.06
1993,Argentina,1997,0.453658,,51.641000000000000,20.73,99.0,108.8,2326000.0,159.43
1994,Argentina,1998,0.482966,15.6648731,52.082,25.97,86.0,98.8,2517000.0,164.0
1995,Argentina,1999,0.3906740000000000,18.58440422,52.31400000000000,22.1,97.0,102.9,2700000.0,163.73
1996,Argentina,2000,0.421774,22.18496096,52.423,20.21,89.0,98.7,2848000.0,168.21
1997,Argentina,2001,0.448008,28.95187595,52.543,15.97,91.0,100.9,2954000.0,168.78
1998,Argentina,2002,0.434675,32.06361596,52.81400000000000,12.5,131.0,157.4,3025000.0,164.64
1999,Argentina,2003,0.466812,13.68047553,53.323,13.1,91.0,108.7,3077000.0,157.34
2000,Argentina,2004,0.545112,33.39454551,54.084,9.71,102.0,123.5,3136000.0,151.01
2001,Argentina,2005,0.655506,33.65925069,55.052,7.12,103.0,113.8,3218000.0,150.18
2002,Argentina,2006,0.672504,49.92388994,56.136,6.64,84.0,98.4,3329000.0,147.93
2003,Argentina,2007,0.6277020000000000,53.48293647,57.207,4.73,108.0,116.2,3462000.0,150.3
2004,Argentina,2008,0.5350690000000000,66.78454272,58.167,3.36,101.0,114.0,3608000.0,151.57
2005,Argentina,2009,0.4753230000000000,89.53313312,58.977,3.78,97.0,107.9,3754000.0,155.81
2006,Argentina,2010,0.761153,80.05559984,59.631,3.36,119.0,128.5,3891000.0,159.94
2007,Argentina,2011,0.851669,81.88426596,60.155,3.08,95.0,106.5,4017000.0,174.47
2008,Argentina,2012,0.963792,81.13406016,60.615,3.37,124.0,139.3,4136000.0,185.19
2009,Argentina,2013,0.876826,83.65994451,61.066,2.24,116.0,132.7,4248000.0,180.95
2010,Argentina,2014,1.191179,98.28589164,61.527,2.37,114.0,128.6,4360000.0,175.73
2011,Argentina,2015,1.20502,,62.007,1.77,101.0,117.2,4472000.0,211.83
2012,Argentina,2016,1.358099,,62.505,1.64,114.0,123.2,4587000.0,211.41
2013,Argentina,2017,1.215203,,,,131.0,141.8,4702000.0,215.03
2014,Argentina,1990,36.51301,,68.52200000000000,75.09,111.0,124.2,4437000.0,1260.66
2015,Argentina,1991,42.619158,,68.86400000000000,68.67,94.0,119.0,4544000.0,1292.79
2016,Argentina,1992,37.024973,,69.172,66.03,105.0,114.3,4651000.0,1319.75
2017,Argentina,1993,38.708969,,69.439,58.9,104.0,112.6,4755000.0,1345.11
2018,Argentina,1994,43.753008,,69.664,37.77,73.0,92.3,4855000.0,1364.24
2019,Argentina,1995,45.691089,611.42298291,69.85,31.27,,,4949000.0,1375.62
2020,Argentina,1996,43.796804,614.01966652,70.0,22.5,103.0,108.8,5036000.0,1400.49
2021,Argentina,1997,44.706541,652.84187711,70.127,20.73,99.0,108.8,5118000.0,1482.22
2022,Argentina,1998,45.158931,705.28556929,70.241,25.97,86.0,98.8,5197000.0,1542.18
2023,Argentina,1999,44.303340000000000,678.00516356,70.352,22.1,97.0,102.9,5276000.0,1592.69
2024,Argentina,2000,46.792992,698.91296342,70.473,20.21,89.0,98.7,5358000.0,1629.53
2025,Argentina,2001,47.773798,810.81466814,70.616,15.97,91.0,100.9,5443000.0,1697.45
2026,Argentina,2002,47.472203,853.7272089000000,70.783,12.5,131.0,157.4,5531000.0,1759.74
2027,Argentina,2003,48.780985,847.42845834,70.97,13.1,91.0,108.7,5621000.0,1772.48
2028,Argentina,2004,49.955834,693.74271829,71.17,9.71,102.0,123.5,5710000.0,1815.66
2029,Argentina,2005,51.696295,602.85181068,71.362,7.12,103.0,113.8,5799000.0,1862.59
2030,Argentina,2006,52.666318,602.55474144,71.521,6.64,84.0,98.4,5887000.0,1859.43
2031,Argentina,2007,49.33973,605.87060748,71.62900000000000,4.73,108.0,116.2,5975000.0,1890.37
2032,Argentina,2008,55.34146,555.4529362000000,71.681,3.36,101.0,114.0,6059000.0,2022.41
2033,Argentina,2009,57.195595,955.5200848,71.679,3.78,97.0,107.9,6134000.0,2258.7
2034,Argentina,2010,61.121659,942.53845619,71.643,3.36,119.0,128.5,6198000.0,2348.15
2035,Argentina,2011,39.264614,617.81283025,71.598,3.08,95.0,106.5,6247000.0,2336.24
2036,Argentina,2012,52.408744,1148.51074031,71.574,3.37,124.0,139.3,6286000.0,2371.8
2037,Argentina,2013,55.33906700000000,911.43009852,71.592,2.24,116.0,132.7,6320000.0,2557.58
2038,Argentina,2014,58.36131700000000,806.22574483,71.65900000000000,2.37,114.0,128.6,6362000.0,2661.68
2039,Argentina,2015,50.844436,,71.77600000000000,1.77,101.0,117.2,6418000.0,2795.98
2040,Argentina,2016,42.839192,,71.934,1.64,114.0,123.2,6492000.0,2948.25
2041,Argentina,2017,43.729423,,,,131.0,141.8,6581000.0,3096.53
2042,Argentina,1990,35.771816000000000,,71.1607317073171,75.09,111.0,124.2,3696000.0,2520.07
2043,Argentina,1991,37.851589,,70.3641463414634,68.67,94.0,119.0,3697000.0,2591.21
2044,Argentina,1992,21.200577,,70.2343902439025,66.03,105.0,114.3,3688000.0,2565.45
2045,Argentina,1993,16.348049,,68.9104878048781,58.9,104.0,112.6,3671000.0,2797.28
2046,Argentina,1994,15.788266,,68.530243902439,37.77,73.0,92.3,3649000.0,2832.92
2047,Argentina,1995,15.08448,332.14874763,69.00634146341470,31.27,,,3627000.0,2710.98
2048,Argentina,1996,15.757631,371.16640228,70.10804878048780,22.5,103.0,108.8,3604000.0,2499.87
2049,Argentina,1997,15.182208,418.4396117,70.9090243902439,20.73,99.0,108.8,3580000.0,2339.88
2050,Argentina,1998,16.0397,485.07195314,71.21951219512200,25.97,86.0,98.8,3555000.0,2297.66
2051,Argentina,1999,13.47696,495.52236029,71.5707317073171,22.1,97.0,102.9,3529000.0,2218.91
2052,Argentina,2000,11.873919,558.23853548,72.0195121951219,20.21,89.0,98.7,3502000.0,2194.29
2053,Argentina,2001,12.621366,600.84038954,71.65853658536590,15.97,91.0,100.9,3474000.0,2313.61
2054,Argentina,2002,12.690006,682.48456304,71.7609756097561,12.5,131.0,157.4,3445000.0,2275.12
2055,Argentina,2003,12.679867,786.48236477,72.0609756097561,13.1,91.0,108.7,3414000.0,2297.51
2056,Argentina,2004,13.272343,747.07832564,71.9609756097561,9.71,102.0,123.5,3381000.0,2312.15
2057,Argentina,2005,14.091076,846.9531222,71.2536585365854,7.12,103.0,113.8,3344000.0,2435.88
2058,Argentina,2006,14.408011000000000,1032.69485824,71.05609756097560,6.64,84.0,98.4,3303000.0,2505.65
2059,Argentina,2007,15.797787,1179.89630668,70.9,4.73,108.0,116.2,3259000.0,2563.77
2060,Argentina,2008,15.179162,1356.63950564,71.8121951219512,3.36,101.0,114.0,3213000.0,2456.37
2061,Argentina,2009,13.022768,1359.38844561,72.9146341463415,3.78,97.0,107.9,3167000.0,2267.74
2062,Argentina,2010,13.926739,1387.5335155,73.2682926829268,3.36,119.0,128.5,3124000.0,2286.61
2063,Argentina,2011,14.271077000000000,1532.11929898,73.5634146341464,3.08,95.0,106.5,3083000.0,2235.56
2064,Argentina,2012,14.330829,1583.97181122,73.86341463414640,3.37,124.0,139.3,3046000.0,2164.17
2065,Argentina,2013,13.340269,1668.16169048,73.9146341463415,2.24,116.0,132.7,3009000.0,2130.55
2066,Argentina,2014,13.08747,1718.02329039,74.5170731707317,2.37,114.0,128.6,2971000.0,2048.46
2067,Argentina,2015,13.297143,,74.3219512195122,1.77,101.0,117.2,2932000.0,2050.7
2068,Argentina,2016,13.327513,,74.3219512195122,1.64,114.0,123.2,2890000.0,2002.2
2069,Argentina,2017,13.545847,,,,131.0,141.8,2845000.0,2004.28
2070,Argentina,1990,0.929155,,51.003,75.09,111.0,124.2,11599000.0,1323.78
2071,Argentina,1991,1.009727,,51.595,68.67,94.0,119.0,11943000.0,1348.65
2072,Argentina,1992,0.980378,,52.278,66.03,105.0,114.3,12301000.0,1387.27
2073,Argentina,1993,1.00599,,53.022,58.9,104.0,112.6,12675000.0,1489.07
2074,Argentina,1994,1.246105,,53.808,37.77,73.0,92.3,13067000.0,1457.23
2075,Argentina,1995,1.286386,41.55959896,54.61600000000000,31.27,,,13475000.0,1471.87
2076,Argentina,1996,1.340649,46.54555874,55.43,22.5,103.0,108.8,13903000.0,1480.44
2077,Argentina,1997,1.623428,50.33871589,56.239,20.73,99.0,108.8,14348000.0,1516.24
2078,Argentina,1998,1.710659,48.31561471,57.028,25.97,86.0,98.8,14809000.0,1532.0
2079,Argentina,1999,1.816887,50.22857323,57.782,22.1,97.0,102.9,15283000.0,1508.73
2080,Argentina,2000,1.867462,58.23268813,58.485,20.21,89.0,98.7,15767000.0,1511.99
2081,Argentina,2001,1.735475,62.33640111,59.129,15.97,91.0,100.9,16261000.0,1511.33
2082,Argentina,2002,1.231908,54.88919924,59.717,12.5,131.0,157.4,16765000.0,1566.16
2083,Argentina,2003,1.6804740000000000,54.2230147,60.256,13.1,91.0,108.7,17279000.0,1643.72
2084,Argentina,2004,1.789366,57.81357573,60.752,9.71,102.0,123.5,17803000.0,1654.55
2085,Argentina,2005,1.725394,62.38910781,61.212,7.12,103.0,113.8,18337000.0,1672.17
2086,Argentina,2006,1.666225,66.68191258,61.65,6.64,84.0,98.4,18880000.0,1670.58
2087,Argentina,2007,1.783423,68.91424403,62.07900000000000,4.73,108.0,116.2,19434000.0,1672.97
2088,Argentina,2008,1.868569,66.00689973,62.50900000000000,3.36,101.0,114.0,19996000.0,1721.14
2089,Argentina,2009,1.753895,64.89127922,62.944,3.78,97.0,107.9,20569000.0,1765.03
2090,Argentina,2010,1.938344,66.26698187,63.388000000000000,3.36,119.0,128.5,21152000.0,1779.49
2091,Armenia,2011,2.376918,58.09751877,63.836000000000000,3.08,95.0,106.5,21744000.0,1866.14
2092,Armenia,2012,2.7398740000000000,48.34825107,64.28,3.37,124.0,139.3,22347000.0,1837.88
2093,Armenia,2013,3.144496,58.64733798,64.71300000000000,2.24,116.0,132.7,22961000.0,1958.04
2094,Armenia,2014,3.102163,43.70476778,65.133,2.37,114.0,128.6,23590000.0,2008.43
2095,Armenia,2015,3.519859,,65.539,1.77,101.0,117.2,24234000.0,2010.71
2096,Armenia,2016,3.358643,,65.932,1.64,114.0,123.2,24894000.0,2065.4
2097,Armenia,2017,3.886259,,,,131.0,141.8,25571000.0,2096.01
2098,Armenia,1990,0.7390220000000000,,46.576,75.09,111.0,124.2,9404000.0,901.01
2099,Armenia,1991,0.784718,,46.627,68.67,94.0,119.0,9600000.0,928.26
2100,Armenia,1992,0.785267,,46.65,66.03,105.0,114.3,9686000.0,973.84
2101,Armenia,1993,0.879144,,46.647,58.9,104.0,112.6,9710000.0,1001.47
2102,Armenia,1994,0.904696,,46.627,37.77,73.0,92.3,9746000.0,1036.19
2103,Armenia,1995,0.906963,22.13939492,46.585,31.27,,,9844000.0,1042.78
2104,Armenia,1996,0.904259,21.71362958,46.516000000000000,22.5,103.0,108.8,10023000.0,1041.99
2105,Armenia,1997,0.947369,24.95879762,46.434,20.73,99.0,108.8,10265000.0,1073.29
2106,Armenia,1998,0.922061,27.21829477,46.369,25.97,86.0,98.8,10552000.0,1095.42
2107,Armenia,1999,0.920814,32.71833492,46.355,22.1,97.0,102.9,10854000.0,1109.85
2108,Armenia,2000,0.864841,30.774280800000000,46.45,20.21,89.0,98.7,11149000.0,1106.18
2109,Armenia,2001,0.79213,24.34930452,46.71,15.97,91.0,100.9,11432000.0,1079.97
2110,Armenia,2002,0.8466520000000000,23.29901167,47.169,12.5,131.0,157.4,11714000.0,1063.28
2111,Armenia,2003,0.903676,32.17386179,47.843,13.1,91.0,108.7,12000000.0,1051.51
2112,Armenia,2004,0.911512,41.59276487,48.735,9.71,102.0,123.5,12302000.0,1043.54
2113,Armenia,2005,0.906071,45.09145268,49.846,7.12,103.0,113.8,12626000.0,1027.68
2114,Armenia,2006,0.917794,50.56483851,51.163,6.64,84.0,98.4,12974000.0,1040.28
2115,Armenia,2007,0.96885,57.17483037,52.63,4.73,108.0,116.2,13342000.0,1057.02
2116,Armenia,2008,1.087072,70.43157070000000,54.177,3.36,101.0,114.0,13728000.0,1061.42
2117,Armenia,2009,1.094524,71.43527296,55.745,3.78,97.0,107.9,14128000.0,1095.28
2118,Armenia,2010,1.026357,73.76398658,57.263000000000000,3.36,119.0,128.5,14540000.0,1122.79
2119,Armenia,2011,1.139879,88.54359650000000,58.667,3.08,95.0,106.5,14962000.0,1126.37
2120,Armenia,2012,1.133355,91.98897678,59.927,3.37,124.0,139.3,15396000.0,1182.37
2121,Armenia,2013,1.162272,86.60257164,61.02,2.24,116.0,132.7,15839000.0,1165.57
2122,Armenia,2014,1.021415,93.48208694,61.932,2.37,114.0,128.6,16290000.0,1190.87
2123,Armenia,2015,1.119528,,62.661,1.77,101.0,117.2,16745000.0,1206.61
2124,Armenia,2016,1.262952,,63.223,1.64,114.0,123.2,17205000.0,1189.17
2125,Armenia,2017,1.402061,,,,131.0,141.8,17670000.0,1220.37
2126,Armenia,1990,55.277152,,70.727,75.09,111.0,124.2,18030000.0,3796.07
2127,Armenia,1991,66.730446,,70.955,68.67,94.0,119.0,18520000.0,4076.26
2128,Armenia,1992,72.961016,,71.17700000000000,66.03,105.0,114.3,19003000.0,4342.05
2129,Armenia,1993,86.718637,,71.39400000000000,58.9,104.0,112.6,19485000.0,4575.59
2130,Armenia,1994,90.224284,,71.605,37.77,73.0,92.3,19978000.0,4813.7
2131,Armenia,1995,113.933664,303.31057860000000,71.813,31.27,,,20488000.0,5209.72
2132,Armenia,1996,112.89948400000000,327.67737755,72.01900000000000,22.5,103.0,108.8,21018000.0,5501.19
2133,Armenia,1997,120.81702,323.97303153,72.222,20.73,99.0,108.8,21563000.0,5716.74
2134,Armenia,1998,114.2375,317.9314909,72.422,25.97,86.0,98.8,22115000.0,5935.29
2135,Armenia,1999,108.29144,346.59505372,72.616,22.1,97.0,102.9,22661000.0,6337.14
2136,Armenia,2000,126.514334,377.80655978,72.8,20.21,89.0,98.7,23194000.0,6666.34
2137,Armenia,2001,134.948134,425.42383632,72.96600000000000,15.97,91.0,100.9,23709000.0,6882.49
2138,Armenia,2002,136.338145,447.04996152,73.113,12.5,131.0,157.4,24208000.0,7176.52
2139,Armenia,2003,157.266358,549.85376144,73.242,13.1,91.0,108.7,24699000.0,7609.84
2140,Armenia,2004,171.694592,560.97388167,73.35600000000000,9.71,102.0,123.5,25191000.0,7755.29
2141,Armenia,2005,181.754908,526.45850477,73.46300000000000,7.12,103.0,113.8,25691000.0,7784.67
2142,Armenia,2006,178.929666,624.71139687,73.577,6.64,84.0,98.4,26202000.0,7969.87
2143,Armenia,2007,182.831954,660.9010146,73.704,4.73,108.0,116.2,26720000.0,8206.79
2144,Armenia,2008,202.49806,668.4281923,73.852,3.36,101.0,114.0,27236000.0,8675.14
2145,Armenia,2009,196.948402,746.74773417,74.02200000000000,3.78,97.0,107.9,27735000.0,9131.14
2146,Armenia,2010,216.53731800000000,801.95280727,74.21,3.36,119.0,128.5,28208000.0,9198.92
2147,Armenia,2011,217.427462,825.50830671,74.408,3.08,95.0,106.5,28651000.0,9277.69
2148,Armenia,2012,215.812358,901.81763854,74.60600000000000,3.37,124.0,139.3,29068000.0,9587.05
2149,Armenia,2013,234.418816,945.73613242,74.797,2.24,116.0,132.7,29469000.0,9405.75
2150,Armenia,2014,241.127825,1040.23279265,74.976,2.37,114.0,128.6,29867000.0,9843.22
2151,Armenia,2015,233.268182,,75.143,1.77,101.0,117.2,30271000.0,10529.02
2152,Armenia,2016,246.722387,,75.3,1.64,114.0,123.2,30685000.0,10359.56
2153,Armenia,2017,248.8695,,,,131.0,141.8,31105000.0,10929.12
2154,Armenia,1990,0.423087,,45.746,75.09,111.0,124.2,8450000.0,973.43
2155,Armenia,1991,0.434066,,46.076,68.67,94.0,119.0,8636000.0,984.92
2156,Armenia,1992,0.448708,,46.305,66.03,105.0,114.3,8850000.0,976.46
2157,Armenia,1993,0.459686,,46.445,58.9,104.0,112.6,9087000.0,975.96
2158,Armenia,1994,0.467664,,46.52,37.77,73.0,92.3,9335000.0,971.51
2159,Armenia,1995,0.4713190000000000,43.9324028,46.573,31.27,,,9586000.0,959.52
2160,Armenia,1996,0.4932940000000000,65.1248839,46.658,22.5,103.0,108.8,9838000.0,993.34
2161,Armenia,1997,0.528569,63.25156804,46.823,20.73,99.0,108.8,10094000.0,984.58
2162,Armenia,1998,0.76944,60.25218980000000,47.103,25.97,86.0,98.8,10361000.0,991.04
2163,Armenia,1999,0.802416,62.97421264,47.515,22.1,97.0,102.9,10643000.0,995.16
2164,Armenia,2000,0.831728,64.44776307,48.069,20.21,89.0,98.7,10946000.0,1013.13
2165,Armenia,2001,0.8390560000000000,76.30685186,48.758,15.97,91.0,100.9,11272000.0,1008.77
2166,Armenia,2002,0.857376,64.33308903,49.54,12.5,131.0,157.4,11617000.0,1042.91
2167,Armenia,2003,0.857376,68.61108664,50.373000000000000,13.1,91.0,108.7,11983000.0,1049.83
2168,Armenia,2004,0.890352,74.09065387,51.224,9.71,102.0,123.5,12369000.0,1036.19
2169,Armenia,2005,0.916,80.18927412,52.057,7.12,103.0,113.8,12776000.0,1024.79
2170,Armenia,2006,1.0808800000000000,86.8998321,52.839,6.64,84.0,98.4,13203000.0,1075.18
2171,Armenia,2007,1.297056,95.73532231,53.553,4.73,108.0,116.2,13651000.0,1093.63
2172,Armenia,2008,1.5572,95.78012205,54.193000000000000,3.36,101.0,114.0,14114000.0,1137.64
2173,Armenia,2009,1.784368,99.20487992,54.756,3.78,97.0,107.9,14581000.0,1164.96
2174,Armenia,2010,1.974896,95.47477221,55.249,3.36,119.0,128.5,15049000.0,1191.21
2175,Armenia,2011,2.158096,102.39318512,55.694,3.08,95.0,106.5,15515000.0,1174.11
2176,Armenia,2012,2.297328,101.17600249,56.122,3.37,124.0,139.3,15979000.0,1190.94
2177,Armenia,2013,2.648579,99.17748647,56.556,2.24,116.0,132.7,16450000.0,1181.84
2178,Armenia,2014,2.905488,108.09989826,57.007,2.37,114.0,128.6,16934000.0,1270.27
2179,Armenia,2015,3.095612,,57.478,1.77,101.0,117.2,17439000.0,1581.38
2180,Armenia,2016,3.106604,,57.966,1.64,114.0,123.2,17965000.0,1587.54
2181,Armenia,2017,3.12126,,,,131.0,141.8,18512000.0,1658.39
2182,Armenia,1990,0.853712,,58.415,75.09,111.0,124.2,2034000.0,549.09
2183,Armenia,1991,0.868368,,58.633,68.67,94.0,119.0,2088000.0,545.44
2184,Armenia,1992,0.905008,,58.839,66.03,105.0,114.3,2143000.0,544.79
2185,Armenia,1993,0.926992,,59.039,58.9,104.0,112.6,2199000.0,534.89
2186,Armenia,1994,0.956304,,59.233,37.77,73.0,92.3,2256000.0,532.23
2187,Armenia,1995,1.014928,96.17765515,59.419,31.27,,,2314000.0,521.24
2188,Armenia,1996,1.06256,80.97211814,59.587,22.5,103.0,108.8,2373000.0,536.71
2189,Armenia,1997,1.077216,80.25773653,59.733,20.73,99.0,108.8,2434000.0,545.79
2190,Armenia,1998,1.069888,95.5686406,59.855,25.97,86.0,98.8,2496000.0,550.78
2191,Armenia,1999,1.095536,117.00684132,59.957,22.1,97.0,102.9,2562000.0,544.72
2192,Armenia,2000,1.113856,113.91170344,60.049,20.21,89.0,98.7,2630000.0,534.25
2193,Armenia,2001,1.17248,95.09831687,60.143,15.97,91.0,100.9,2702000.0,541.34
2194,Armenia,2002,1.249424,115.37044635,60.25,12.5,131.0,157.4,2778000.0,535.67
2195,Armenia,2003,1.289728,103.11910696,60.381,13.1,91.0,108.7,2857000.0,517.77
2196,Armenia,2004,1.384992,112.97688353,60.539,9.71,102.0,123.5,2939000.0,500.46
2197,Armenia,2005,1.436288,110.39375691,60.729,7.12,103.0,113.8,3024000.0,489.76
2198,Armenia,2006,1.421632,100.35767993,60.952,6.64,84.0,98.4,3112000.0,501.14
2199,Armenia,2007,1.637808,113.71924748,61.199,4.73,108.0,116.2,3203000.0,507.88
2200,Armenia,2008,1.7733760000000000,104.26793759,61.461000000000000,3.36,101.0,114.0,3296000.0,513.69
2201,Armenia,2009,1.96024,118.9862779,61.73,3.78,97.0,107.9,3393000.0,519.38
2202,Armenia,2010,1.96024,106.54060157,61.997,3.36,119.0,128.5,3494000.0,518.13
2203,Armenia,2011,2.110464,96.85331914,62.253,3.08,95.0,106.5,3599000.0,534.95
2204,Armenia,2012,2.330304,119.34286766,62.492,3.37,124.0,139.3,3707000.0,574.13
2205,Armenia,2013,2.044512,134.97291781,62.711000000000000,2.24,116.0,132.7,3817000.0,565.47
2206,Armenia,2014,2.498848,148.10751933,62.907,2.37,114.0,128.6,3931000.0,609.82
2207,Armenia,2015,2.887232,,63.082,1.77,101.0,117.2,4046000.0,676.68
2208,Armenia,2016,2.762656,,63.238,1.64,114.0,123.2,4164000.0,675.88
2209,Armenia,2017,3.73728,,,,131.0,141.8,4283000.0,705.79
2210,Armenia,1990,1.461936,,69.4048780487805,75.09,111.0,124.2,1056000.0,309.91
2211,Armenia,1991,1.52056,,69.95609756097560,68.67,94.0,119.0,1068000.0,315.91
2212,Armenia,1992,1.707424,,70.0585365853659,66.03,105.0,114.3,1083000.0,337.21
2213,Armenia,1993,1.7733760000000000,,70.1073170731707,58.9,104.0,112.6,1099000.0,360.82
2214,Armenia,1994,1.6231520000000000,,70.1585365853659,37.77,73.0,92.3,1114000.0,376.3
2215,Armenia,1995,1.828336,238.10863682,70.3258536585366,31.27,,,1129000.0,388.58
2216,Armenia,1996,1.949248,246.35639678,70.3229268292683,22.5,103.0,108.8,1142000.0,410.01
2217,Armenia,1997,1.99688,262.09752946,70.4048780487805,20.73,99.0,108.8,1154000.0,440.12
